0;#;FORM;LEMMA;GRAM;COMMENT;CHECKED;CONTEXT;RIGHT1;RIGHT2;RIGHT3;RIGHT4;RIGHT5;RIGHT6;POS;AUTO_LEMMA;AUTO_GRAM;
15546;;и;»;CONJ;;;, ну , _и_ концерт кбы;и;;;;;;CONJ;»;CONJ;»
15547;;концерт; ќЌ÷≈–“;S m inan nom sg;;;ну , и _концерт_ кбы;т;р;е;ц;н;о;S; ќЌ÷≈–“;S m inan nom sg;“
15548;"<distinct form=""";;;;;;;;;;;;;;;;
15549;<dist>;кбы;;;;;;;;;;;;;;;
15550;""">";;;;;;;;;;;;;;;;
15551;;как бы;как бы;PART;;;кбы _как бы_ , ну;ы;б;;к;а;к;PART;как бы;ADV -;ы
15552;</distinct>;;;;;;;;;;;;;;;;
15553;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15554;;ну;Ќ”;PART;;;как бы , _ну_ , собсн;у;н;;;;;PART;Ќ”;PART;”
15555;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15556;"<distinct form=""";;;;;;;;;;;;;;;;
15557;<dist>;собсн;;;;;;;;;;;;;;;
15558;""">";;;;;;;;;;;;;;;;
15559;;собственно;—ќЅ—“¬≈ЌЌќ;PARENTH;;;собсн _собственно_ , и;о;н;н;е;в;т;ADV;—ќЅ—“¬≈ЌЌќ;ADV -;ќ
15560;</distinct>;;;;;;;;;;;;;;;;
15561;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15562;;и;»;CONJ;;;собственно , _и_ всЄ ,;и;;;;;;CONJ;»;CONJ;»
15563;;всЄ;¬—≈;PART;;;, и _всЄ_ , чЄ;Є;с;в;;;;PART;¬—≈;PART;≈
15564;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15565;"<distinct form=""";;;;;;;;;;;;;;;;
15566;<dist>;чЄ;;;;;;;;;;;;;;;
15567;""">";;;;;;;;;;;;;;;;
15568;;что;„“ќ;SPRO n inan acc sg;;;чЄ _что_ ей ещЄ;о;т;ч;;;;SPRO;„“ќ;S n inan acc sg;ќ
15569;</distinct>;;;;;;;;;;;;;;;;
15570;;ей;ќЌј;SPRO sg 3p f dat;;;что _ей_ ещЄ надо .;й;е;;;;;SPRO;ќЌј;SPRO sg 3p f dat;ј
15571;;ещЄ;≈ў≈;ADV -;;;что ей _ещЄ_ надо .;Є;щ;е;;;;ADV;≈ў≈;ADV -;≈
15572;;надо;Ќјƒќ;PRAEDIC;;;ей ещЄ _надо_ .;о;д;а;н;;;PRAEDIC;Ќјƒќ;ADV -;ќ
15573;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
15574;;;;;;;;;;;;;;;;;
15575;# sent = 1165;;;;;;;;;;;;;;;;
15576;;¬от;¬ќ“;PART;;;. _¬от_ .;т;о;в;;;;PART;¬ќ“;PART;“
15577;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
15578;;;;;;;;;;;;;;;;;
15579;# sent = 1166;;;;;;;;;;;;;;;;
15580;;»;»;CONJ;;;. _»_ видно ,;и;;;;;;CONJ;»;CONJ;»
15581;;видно;¬»ƒЌќ;ADV -;;;» _видно_ , чтооо;о;н;д;и;в;;ADV;¬»ƒЌќ;ADV -;ќ
15582;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15583;"<distinct form=""";;;;;;;;;;;;;;;;
15584;<dist>;чтооо;;;;;;;;;;;;;;;
15585;""">";;;;;;;;;;;;;;;;
15586;;что;„“ќ;ADV -;;;чтооо _что_ Е она;о;т;ч;;;;ADV;„“ќ;ADV -;ќ
15587;</distinct>;;;;;;;;;;;;;;;;
15588;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
15589;;она;ќЌј;SPRO sg 3p f nom;;;что Е _она_ , как;а;н;о;;;;SPRO;ќЌј;SPRO sg 3p f nom;ј
15590;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15591;;как; ј ;ADV -;;;Е она , _как_ быыы;к;а;к;;;;ADV; ј ;ADV -; 
15592;"<distinct form=""";;;;;;;;;;;;;;;;
15593;<dist>;быыы;;;;;;;;;;;;;;;
15594;""">";;;;;;;;;;;;;;;;
15595;;бы;Ѕџ;PART;;;быыы _бы_ Е понимает;ы;б;;;;;PART;Ѕџ;PART;џ
15596;</distinct>;;;;;;;;;;;;;;;;
15597;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
15598;;понимает;ѕќЌ»ћј“№;V ipf praes sg indic - 3p;;;бы Е _понимает_ , что это;т;е;а;м;и;н;V;ѕќЌ»ћј“№;V ipf praes sg indic - 3p;№
15599;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15600;;что;„“ќ;CONJ;;;Е понимает , _что_ это решают они;о;т;ч;;;;CONJ;„“ќ;CONJ;ќ
15601;;это;Ё“ќ;SPRO n - acc sg;;;понимает , что _это_ решают они ,;о;т;э;;;;SPRO;Ё“ќ;S n inan acc sg;ќ
15602;;решают;–≈Ўј“№;V ipf praes pl indic - 3p;;;, что это _решают_ они , а;т;ю;а;ш;е;р;V;–≈Ўј“№;V ipf praes pl indic - 3p;№
15603;;они;ќЌ»;SPRO pl - - nom;;;что это решают _они_ , а она;и;н;о;;;;SPRO;ќЌ»;SPRO pl - - nom;»
15604;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15605;;а;ј;CONJ;;;решают они , _а_ она общаетс€ с;а;;;;;;CONJ;ј;CONJ;ј
15606;;она;ќЌј;SPRO sg 3p f nom;;;они , а _она_ общаетс€ с;а;н;о;;;;SPRO;ќЌј;SPRO sg 3p f nom;ј
15607;;общаетс€;ќЅўј“№—я;V ipf praes sg indic - 3p;;;, а она _общаетс€_ с фана;€;с;т;е;а;щ;V;ќЅўј“№—я;V ipf praes sg indic - 3p;я
15608;;с;—;PR;;;а она общаетс€ _с_ фана;с;;;;;;PR;—;PR;—
15609;"<distinct form=""";;;;;;;;;;;;;;;;
15610;<dist>;фана;;;;;;;;;;;;;;;
15611;""">";;;;;;;;;;;;;;;;
15612;;фанатами;‘јЌј“;S m anim ins pl;;;фана _фанатами_ Е ну;и;м;а;т;а;н;S;‘јЌј“;S m anim ins pl;“
15613;</distinct>;;;;;;;;;;;;;;;;
15614;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
15615;;ну;Ќ”;PART;;;фанатами Е _ну_ , фактически .;у;н;;;;;PART;Ќ”;PART;”
15616;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15617;;фактически;‘ј “»„≈— »;ADV -;;;Е ну , _фактически_ .;и;к;с;е;ч;и;ADV;‘ј “»„≈— »;ADV -;»
15618;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
15619;;;;;;;;;;;;;;;;;
15620;# sent = 1167;;;;;;;;;;;;;;;;
15621;;»;»;CONJ;;;. _»_ она така€ :;и;;;;;;CONJ;»;CONJ;»
15622;;она;ќЌј;SPRO sg 3p f nom;;;» _она_ така€ : Ђ;а;н;о;;;;SPRO;ќЌј;SPRO sg 3p f nom;ј
15623;;така€;“ј ќ…;APRO - nom sg plen f -;;;» она _така€_ : Ђ ¬от;€;а;к;а;т;;APRO;“ј ќ…;A - nom sg plen f -;…
15624;;:;:;PUNCT;;;;;;;;;;PUNCT;;;
15625;;Ђ;Ђ;PUNCT;;;;;;;;;;PUNCT;;;
15626;;¬от;¬ќ“;PART;;;така€ : Ђ _¬от_ , там ,;т;о;в;;;;PART;¬ќ“;PART;“
15627;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15628;;там;“јћ;PARENTH;;;Ђ ¬от , _там_ , драсьте;м;а;т;;;;ADV;“јћ;ADV -;ћ
15629;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15630;"<distinct form=""";;;;;;;;;;;;;;;;
15631;<dist>;драсьте;;;;;;;;;;;;;;;
15632;""">";;;;;;;;;;;;;;;;
15633;;здравствуйте;«ƒ–ј¬—“¬ќ¬ј“№;V ipf - pl imper - 2p;;;драсьте _здравствуйте_ ,;е;т;й;у;в;т;V;«ƒ–ј¬—“¬ќ¬ј“№;V ipf - pl imper - 2p;№
15634;</distinct>;;;;;;;;;;;;;;;;
15635;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15636;"<distinct form=""";;;;;;;;;;;;;;;;
15637;<dist>;т;;;;;;;;;;;;;;;
15638;""">";;;;;;;;;;;;;;;;
15639;;то;“ќ;INTJ;;;т _то_ Е то;о;т;;;;;INTJ;“ќ;CONJ;ќ
15640;</distinct>;;;;;;;;;;;;;;;;
15641;;Е;Е;PUNCT;;;;;;;;;;PUNCT;;;
15642;;то;“ќ;SPRO n - nom sg;;;то Е _то_ - сЄ ,;о;т;;;;;SPRO;“ќ;CONJ;ќ
15643;;-;-;PUNCT;;;;;;;;;;PUNCT;;;
15644;;сЄ;—≈;SPRO n - nom sg;;;Е то - _сЄ_ , п€тое -;Є;с;;;;;S;—≈;S n - nom sg;≈
15645;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15646;;п€тое;ѕя“џ…;ANUM - nom sg plen n -;;;- сЄ , _п€тое_ - дес€тое ї;е;о;т;€;п;;ANUM;ѕя“џ…;A - nom sg plen n -;…
15647;;-;-;PUNCT;;;;;;;;;;PUNCT;;;
15648;;дес€тое;ƒ≈—я“џ…;ANUM - nom sg plen n -;;;, п€тое - _дес€тое_ ї , вот;е;о;т;€;с;е;ANUM;ƒ≈—я“џ…;A - nom sg plen n -;…
15649;;ї;ї;PUNCT;;;;;;;;;;PUNCT;;;
15650;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15651;;вот;¬ќ“;PART;;;дес€тое ї , _вот_ , а они;т;о;в;;;;PART;¬ќ“;PART;“
15652;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15653;;а;ј;CONJ;;;, вот , _а_ они такие смотр€т;а;;;;;;CONJ;ј;CONJ;ј
15654;;они;ќЌ»;SPRO pl - - nom;;;вот , а _они_ такие смотр€т ,;и;н;о;;;;SPRO;ќЌ»;SPRO pl - - nom;»
15655;;такие;“ј ќ…;APRO - nom pl plen - -;;;, а они _такие_ смотр€т , там;е;и;к;а;т;;APRO;“ј ќ…;A - nom pl plen - -;…
15656;;смотр€т;—ћќ“–≈“№;V ipf praes pl indic - 3p;;;а они такие _смотр€т_ , там ,;т;€;р;т;о;м;V;—ћќ“–≈“№;V ipf praes pl indic - 3p;№
15657;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15658;;там;“јћ;PARENTH;;;такие смотр€т , _там_ , Ђ кто;м;а;т;;;;ADV;“јћ;ADV -;ћ
15659;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15660;;Ђ;Ђ;PUNCT;;;;;;;;;;PUNCT;;;
15661;;кто; “ќ;SPRO m anim nom sg;;;там , Ђ _кто_ чЄ;о;т;к;;;;S; “ќ;S m anim nom sg;ќ
15662;"<distinct form=""";;;;;;;;;;;;;;;;
15663;<dist>;чЄ;;;;;;;;;;;;;;;
15664;""">";;;;;;;;;;;;;;;;
15665;;что;„“ќ;ADV -;;;чЄ _что_ купил ?;о;т;ч;;;;ADV;„“ќ;ADV -;ќ
15666;</distinct>;;;;;;;;;;;;;;;;
15667;;купил; ”ѕ»“№;V pf praet sg indic m -;;;что _купил_ ? покупайте ,;л;и;п;у;к;;V; ”ѕ»“№;V pf praet sg indic m -;№
15668;;?;?;PUNCT;;;;;;;;;;PUNCT;;;
15669;;покупайте;ѕќ ”ѕј“№;V ipf - pl imper - 2p;;;купил ? _покупайте_ , там ,;е;т;й;а;п;у;V;ѕќ ”ѕј“№;V ipf - pl imper - 2p;№
15670;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15671;;там;“јћ;PARENTH;;;? покупайте , _там_ , то ,;м;а;т;;;;ADV;“јћ;ADV -;ћ
15672;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15673;;то;“ќ;SPRO n - acc sg;;;, там , _то_ , это ,;о;т;;;;;SPRO;“ќ;S n inan acc sg;ќ
15674;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15675;;это;Ё“ќ;SPRO n - acc sg;;;, то , _это_ , сЄ те-то-тэ;о;т;э;;;;SPRO;Ё“ќ;S n - nom sg;ќ
15676;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15677;;сЄ;—≈;SPRO n - acc sg;;;, это , _сЄ_ те-то-тэ ї ,;Є;с;;;;;S;—≈;S n - nom sg;≈
15678;;те-то-тэ;“≈-“ќ-“Ё;INTJ;;;это , сЄ _те-то-тэ_ ї , и;э;т;-;о;т;-;NONLEX;“≈-“ќ-“Ё;NONLEX;Ё
15679;;ї;ї;PUNCT;;;;;;;;;;PUNCT;;;
15680;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
15681;;и;»;CONJ;;;те-то-тэ ї , _и_ ты такой ыыы;и;;;;;;CONJ;»;CONJ;»
15682;;ты;“џ;SPRO sg 2p - nom;;;ї , и _ты_ такой ыыы .;ы;т;;;;;SPRO;“џ;SPRO sg 2p - nom;џ
15683;;такой;“ј ќ…;APRO - nom sg plen m -;;;, и ты _такой_ ыыы .;й;о;к;а;т;;APRO;“ј ќ…;A - nom sg plen m -;…
15684;;ыыы;џџџ;INTJ;;;и ты такой _ыыы_ .;ы;ы;ы;;;;NONLEX;џџџ;NONLEX;џ
15685;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
15686;;;;;;;;;;;;;;;;;
15687;# sent = 1168;;;;;;;;;;;;;;;;
15688;;¬от;¬ќ“;PART;;;. _¬от_ .;т;о;в;;;;PART;¬ќ“;PART;“
15689;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
